scenario,year,region,input,FiberCrop_withdrawal,Rice_withdrawal,Wheat_withdrawal,SugarCrop_withdrawal,MiscAll_withdrawals,Corn_withdrawal,FodderHerb_withdrawal,MiscCrop_withdrawal,OilCrop_withdrawal,OtherGrain_withdrawal,Root_Tuber_withdrawal,gw,res,esm,tax,ssp,ag,soc,cluster_FiberCrop_withdrawal_Rice_withdrawal,cluster_FiberCrop_withdrawal_SugarCrop_withdrawal,cluster_FiberCrop_withdrawal_Wheat_withdrawal,cluster_FiberCrop_withdrawal_MiscAll_withdrawals,cluster_Rice_withdrawal_SugarCrop_withdrawal,cluster_Rice_withdrawal_Wheat_withdrawal,cluster_Rice_withdrawal_MiscAll_withdrawals
ssp_socio3_ag4_gwhi_rs_ipsl_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,44.0217,15.94284,5.61811,0.6671699999999999,43.171138,2.714834,5.779904,19.25866,3.53207,5.928640000000001,5.9570300000000005,3,1,3,2,1,4,3,3,5,1,4,4,2,6
ssp_socio3_ag4_gwhi_rs_miroc_NDC_Tax_ffict,2100,Central Asia,water_td_irr_SyrDaryaR_W,44.7136,13.757320000000002,4.93607,0.4714649999999999,38.27102,3.01562,5.26853,17.63215,2.96817,5.0879900000000005,4.29856,3,1,4,1,1,4,3,3,5,1,4,4,2,6
ssp_socio3_ag4_gwhi_rs_miroc_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,44.6288,16.12132,5.657830000000001,0.669205,43.655533,2.738791,5.765382,19.63473,3.5748100000000003,5.946680000000001,5.99514,3,1,4,2,1,4,3,3,5,1,4,4,2,6
ssp_socio3_ag4_gwhi_rs_noresm_NDC_Tax_ffict,2100,Central Asia,water_td_irr_SyrDaryaR_W,44.92010000000001,13.74533,4.97451,0.473433,38.43074,3.03133,5.41783,17.53806,2.9807200000000003,5.13443,4.3283700000000005,3,1,5,1,1,4,3,3,5,1,4,4,2,6
ssp_socio3_ag4_gwhi_rs_noresm_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,44.41970000000001,16.00978,5.62707,0.668404,43.46109,2.742319,5.930091,19.22026,3.5733,5.98309,6.01203,3,1,5,2,1,4,3,3,5,1,4,4,2,6
ssp_socio3_ag4_gwlo_exp_gfdl_NDC_Tax_ffict,2100,Central Asia,water_td_irr_SyrDaryaR_W,45.9162,14.22801,4.92051,0.4728199999999999,38.91465999999999,3.12675,5.32626,17.841359999999995,3.08517,5.17293,4.36219,1,2,1,1,1,4,3,3,5,1,4,4,2,6
ssp_socio3_ag4_gwlo_exp_gfdl_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,45.4452,16.43913,5.61221,0.6694849999999999,43.813658000000004,2.808242,5.866586,19.41813,3.66328,6.03151,6.02591,1,2,1,2,1,4,3,3,5,1,4,4,2,6
ssp_socio3_ag4_gwlo_exp_hadgem_NDC_Tax_ffict,2100,Central Asia,water_td_irr_SyrDaryaR_W,45.864,14.25809,4.93749,0.476253,39.06817,3.13558,5.36559,17.891640000000006,3.1073,5.202319999999999,4.36574,1,2,2,1,1,4,3,3,5,1,4,4,2,6
ssp_socio3_ag4_gwlo_exp_hadgem_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,45.4343,16.45223,5.62044,0.671392,43.976400999999996,2.8193490000000003,5.907432,19.47055,3.67972,6.056,6.0433499999999984,1,2,2,2,1,4,3,3,5,1,4,4,2,6
ssp_socio3_ag4_gwlo_exp_ipsl_NDC_Tax_ffict,2100,Central Asia,water_td_irr_SyrDaryaR_W,45.2328,14.06814,4.8537300000000005,0.4694029999999999,38.422729999999994,3.09997,5.3024,17.51059,3.07024,5.1199200000000005,4.31961,1,2,3,1,1,4,3,3,5,1,4,4,2,6
ssp_socio3_ag4_gwlo_exp_ipsl_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,44.9567,16.36038,5.58038,0.6682560000000001,43.539657,2.803645,5.854662,19.18139,3.66207,6.02999,6.0079,1,2,3,2,1,4,3,3,5,1,4,4,2,6
ssp_socio3_ag4_gwlo_exp_miroc_NDC_Tax_ffict,2100,Central Asia,water_td_irr_SyrDaryaR_W,45.8568,14.14805,4.9135800000000005,0.47211,38.970530000000004,3.1008,5.274369999999999,18.00749,3.06867,5.1660400000000015,4.35316,1,2,4,1,1,4,3,3,5,1,4,4,2,6
ssp_socio3_ag4_gwlo_exp_miroc_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,45.6599,16.455579999999998,5.62081,0.6702899999999999,43.988015,2.804238,5.823976999999999,19.64228,3.6608,6.02263,6.034090000000001,1,2,4,2,1,4,3,3,5,1,4,4,2,6
ssp_socio3_ag4_gwlo_exp_noresm_NDC_Tax_ffict,2100,Central Asia,water_td_irr_SyrDaryaR_W,46.3428,14.31793,4.9444,0.47733,39.272209999999994,3.14866,5.44744,17.91491,3.12256,5.23246,4.40618,1,2,5,1,1,4,3,3,5,1,4,4,2,6
ssp_socio3_ag4_gwlo_exp_noresm_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,45.7589,16.487370000000002,5.60018,0.6717200000000001,44.104049,2.82754,5.958999,19.48998,3.68974,6.06795,6.06984,1,2,5,2,1,4,3,3,5,1,4,4,2,6
ssp_socio3_ag4_gwmed_exp_gfdl_NDC_Tax_ffict,2100,Central Asia,water_td_irr_SyrDaryaR_W,45.2092,14.156759999999998,4.92089,0.4715649999999999,38.602979999999995,3.13107,5.34345,17.52487,3.0791000000000004,5.173780000000001,4.350709999999999,2,2,1,1,1,4,3,3,5,1,4,4,2,6
ssp_socio3_ag4_gwmed_exp_gfdl_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,44.9346,16.38385,5.61296,0.668547,43.677678,2.805962,5.868466000000001,19.2951,3.66019,6.032719999999999,6.01524,2,2,1,2,1,4,3,3,5,1,4,4,2,6
ssp_socio3_ag4_gwmed_exp_hadgem_NDC_Tax_ffict,2100,Central Asia,water_td_irr_SyrDaryaR_W,45.3811,14.18904,4.93323,0.474754,38.7569,3.12957,5.37437,17.60076,3.10273,5.1974,4.352069999999999,2,2,2,1,1,4,3,3,5,1,4,4,2,6
ssp_socio3_ag4_gwmed_exp_hadgem_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,44.9297,16.390259999999998,5.6228,0.6702389999999999,43.826761,2.8157970000000003,5.909794000000001,19.33615,3.67561,6.054780000000001,6.03463,2,2,2,2,1,4,3,3,5,1,4,4,2,6
ssp_socio3_ag4_gwmed_exp_ipsl_NDC_Tax_ffict,2100,Central Asia,water_td_irr_SyrDaryaR_W,44.853,14.167179999999998,4.8808500000000015,0.472775,38.62417,3.1921600000000003,5.379569999999998,17.4842,3.05631,5.1473200000000014,4.36461,2,2,3,1,1,4,3,3,5,1,4,4,2,6
ssp_socio3_ag4_gwmed_exp_ipsl_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,44.7535,16.31439,5.57367,0.668035,43.301102,2.805191,5.880121,18.92019,3.663030000000001,6.034590000000001,5.99798,2,2,3,2,1,4,3,3,5,1,4,4,2,6
ssp_socio3_ag4_gwmed_exp_miroc_NDC_Tax_ffict,2100,Central Asia,water_td_irr_SyrDaryaR_W,45.07250000000001,14.08546,4.9167000000000005,0.471233,38.72529,3.11743,5.30251,17.726020000000002,3.06155,5.17211,4.34567,2,2,4,1,1,4,3,3,5,1,4,4,2,6
ssp_socio3_ag4_gwmed_exp_miroc_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,45.2807,16.40219,5.61236,0.6695270000000001,43.866355,2.802027,5.835457999999999,19.5218,3.65836,6.02655,6.02216,2,2,4,2,1,4,3,3,5,1,4,4,2,6
ssp_socio3_ag4_gwmed_exp_noresm_NDC_Tax_ffict,2100,Central Asia,water_td_irr_SyrDaryaR_W,45.5327,14.251450000000002,4.9484200000000005,0.476133,39.05592000000001,3.1465,5.45298,17.707420000000003,3.1187,5.23474,4.395580000000001,2,2,5,1,1,4,3,3,5,1,4,4,2,6
ssp_socio3_ag4_gwmed_exp_noresm_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,45.4442,16.43299,5.59503,0.6705000000000001,43.790234,2.830222,5.992832,19.151670000000003,3.68666,6.06954,6.05931,2,2,5,2,1,4,3,3,5,1,4,4,2,6
ssp_socio3_ag4_gwmed_rs_gfdl_NDC_Tax_ffict,2100,Central Asia,water_td_irr_SyrDaryaR_W,44.97020000000001,13.88029,4.95457,0.4731229999999999,38.43410000000001,3.03341,5.28076,17.7283,2.98366,5.0953,4.312670000000002,2,1,1,1,1,4,3,3,5,1,4,4,2,6
ssp_socio3_ag4_gwmed_rs_gfdl_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,44.83450000000001,16.15447,5.6466,0.6693910000000001,43.641744,2.7409790000000003,5.792345,19.59145,3.57186,5.952450000000002,5.992660000000001,2,1,1,2,1,4,3,3,5,1,4,4,2,6
ssp_socio3_ag4_gwmed_rs_hadgem_NDC_Tax_ffict,2100,Central Asia,water_td_irr_SyrDaryaR_W,45.1567,13.95281,4.96048,0.47625,38.59205000000001,3.05481,5.33392,17.749010000000002,3.00983,5.1285,4.315980000000001,2,1,2,1,1,4,3,3,5,1,4,4,2,6
ssp_socio3_ag4_gwmed_rs_hadgem_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,44.7279,16.15393,5.64459,0.671014,43.718712,2.753025,5.858427,19.53251,3.59141,5.979769999999999,6.00357,2,1,2,2,1,4,3,3,5,1,4,4,2,6
ssp_socio3_ag4_gwmed_rs_ipsl_NDC_Tax_ffict,2100,Central Asia,water_td_irr_SyrDaryaR_W,43.80880000000001,13.25584,4.90163,0.465589,37.34154,2.92287,5.25748,17.154130000000002,2.83199,4.95981,4.215260000000002,2,1,3,1,1,4,3,3,5,1,4,4,2,6
ssp_socio3_ag4_gwmed_rs_ipsl_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,44.1349,15.50358,5.627269999999999,0.664445,42.6646,2.623609,5.764520999999999,19.11693,3.41142,5.843999999999999,5.904120000000002,2,1,3,2,1,4,3,3,5,1,4,4,2,6
ssp_socio3_ag4_gwmed_rs_miroc_NDC_Tax_ffict,2100,Central Asia,water_td_irr_SyrDaryaR_W,44.5881,13.59159,4.9502500000000005,0.469822,38.174989999999994,2.97234,5.23492,17.715889999999998,2.91895,5.05525,4.27764,2,1,4,1,1,4,3,3,5,1,4,4,2,6
ssp_socio3_ag4_gwmed_rs_miroc_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,45.2289,15.98431,5.6525300000000005,0.668509,43.559905,2.703072,5.7609330000000005,19.68141,3.52271,5.90854,5.98324,2,1,4,2,1,4,3,3,5,1,4,4,2,6
ssp_socio3_ag4_gwmed_rs_noresm_NDC_Tax_ffict,2100,Central Asia,water_td_irr_SyrDaryaR_W,44.6716,13.514499999999998,4.986280000000002,0.471984,38.22107999999999,2.98285,5.4099400000000015,17.51981,2.90948,5.09132,4.30768,2,1,5,1,1,4,3,3,5,1,4,4,2,6
ssp_socio3_ag4_gwmed_rs_noresm_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,44.77419999999999,15.79128,5.63115,0.6669989999999999,43.410329000000004,2.690513,5.8953560000000005,19.40594,3.49962,5.93061,5.98829,2,1,5,2,1,4,3,3,5,1,4,4,2,6
ssp_socio3_ag5_gwhi_exp_gfdl_NDC_Tax_ffict,2100,Central Asia,water_td_irr_SyrDaryaR_W,22.36706,11.65352,3.96132,0.527098,27.626361,2.2932200000000003,2.123991,11.06967,3.77445,5.76043,2.6046,3,2,1,1,1,5,3,6,3,4,5,1,1,6
ssp_socio3_ag5_gwhi_exp_gfdl_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,24.00607,14.7208,5.16172,0.8346699999999999,34.119879000000005,2.317932,2.894907,12.44031,5.08988,7.428730000000001,3.94812,3,2,1,2,1,5,3,6,3,2,5,4,2,6
ssp_socio3_ag5_gwhi_exp_hadgem_NDC_Tax_ffict,2100,Central Asia,water_td_irr_SyrDaryaR_W,22.42197,11.61894,3.94892,0.532445,27.694559,2.2912600000000003,2.137039,11.1012,3.78395,5.77543,2.60568,3,2,2,1,1,5,3,6,3,4,5,1,1,6
ssp_socio3_ag5_gwhi_exp_hadgem_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,24.14439,14.72285,5.160480000000001,0.8372200000000001,34.248417,2.334333,2.917234,12.46213,5.1048100000000005,7.46651,3.9634,3,2,2,2,1,5,3,6,3,2,5,4,2,6
ssp_socio3_ag5_gwhi_exp_ipsl_NDC_Tax_ffict,2100,Central Asia,water_td_irr_SyrDaryaR_W,21.66686,11.42978,3.88254,0.523821,27.164862,2.266088,2.107844,10.80859,3.73435,5.67515,2.57284,3,2,3,1,1,5,3,6,3,4,5,1,1,6
ssp_socio3_ag5_gwhi_exp_ipsl_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,23.50628,14.52983,5.12005,0.830932,33.811844,2.317614,2.8771700000000004,12.21155,5.069030000000001,7.41351,3.92297,3,2,3,2,1,5,3,6,3,2,5,4,2,6
ssp_socio3_ag5_gwhi_exp_miroc_NDC_Tax_ffict,2100,Central Asia,water_td_irr_SyrDaryaR_W,22.132150000000006,11.48403,3.93352,0.522968,27.538293999999997,2.246839,2.087445,11.15395,3.74076,5.72096,2.58834,3,2,4,1,1,5,3,6,3,4,5,1,1,6
ssp_socio3_ag5_gwhi_exp_miroc_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,24.01654,14.69735,5.16608,0.835512,34.179978000000006,2.317813,2.871285,12.55209,5.07801,7.412960000000001,3.94782,3,2,4,2,1,5,3,6,3,2,5,4,2,6
ssp_socio3_ag5_gwhi_exp_noresm_NDC_Tax_ffict,2100,Central Asia,water_td_irr_SyrDaryaR_W,22.29214,11.62975,3.95652,0.532559,27.851917999999998,2.31542,2.198658,11.03812,3.80905,5.85607,2.6346,3,2,5,1,1,5,3,6,3,4,5,1,1,6
ssp_socio3_ag5_gwhi_exp_noresm_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,23.82742,14.62427,5.14291,0.8353210000000001,34.226529000000006,2.3414490000000003,2.96456,12.32821,5.11665,7.4988100000000015,3.97685,3,2,5,2,1,5,3,6,3,2,5,4,2,6
ssp_socio3_ag5_gwhi_rs_gfdl_NDC_Tax_ffict,2100,Central Asia,water_td_irr_SyrDaryaR_W,22.26262,11.56213,4.02669,0.533794,27.566619,2.249811,2.095398,11.22544,3.70638,5.7024,2.58719,3,1,1,1,1,5,3,6,3,4,5,1,1,6
ssp_socio3_ag5_gwhi_rs_gfdl_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,24.02198,14.70873,5.2096800000000005,0.8494430000000001,34.219585,2.302865,2.8559400000000004,12.69923,5.0429200000000005,7.3755799999999985,3.94305,3,1,1,2,1,5,3,6,3,2,5,4,2,6
ssp_socio3_ag5_gwhi_rs_hadgem_NDC_Tax_ffict,2100,Central Asia,water_td_irr_SyrDaryaR_W,22.450570000000003,11.66231,4.00711,0.542443,27.850414999999998,2.2749170000000003,2.120308,11.32851,3.769060000000001,5.7523,2.60532,3,1,2,1,1,5,3,6,3,4,5,1,1,6
ssp_socio3_ag5_gwhi_rs_hadgem_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,24.13464,14.71519,5.20104,0.848303,34.326082,2.311603,2.885209,12.6949,5.06914,7.41154,3.95369,3,1,2,2,1,5,3,6,3,2,5,4,2,6
ssp_socio3_ag5_gwhi_rs_ipsl_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,23.47769,14.46031,5.17453,0.842874,33.933501,2.27556,2.826051,12.56542,5.00154,7.34811,3.91682,3,1,3,2,1,5,3,6,3,2,5,4,2,6
ssp_socio3_ag5_gwhi_rs_miroc_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,24.01061,14.66342,5.2211300000000005,0.851584,34.236347,2.289557,2.8322000000000003,12.79222,5.02596,7.35152,3.94489,3,1,4,2,1,5,3,6,3,2,5,4,2,6
ssp_socio3_ag5_gwhi_rs_noresm_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,23.76724,14.49863,5.18999,0.8436239999999999,34.352878,2.304895,2.909253,12.69024,5.04751,7.43535,3.96563,3,1,5,2,1,5,3,6,3,2,5,4,2,6
ssp_socio3_ag5_gwlo_exp_gfdl_NDC_Tax_ffict,2100,Central Asia,water_td_irr_SyrDaryaR_W,22.71373,11.82746,4.00304,0.534493,28.119242,2.33554,2.141622,11.3869,3.80396,5.80807,2.64315,1,2,1,1,1,5,3,6,3,4,5,1,1,6
ssp_socio3_ag5_gwlo_exp_gfdl_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,24.28537,14.78753,5.16803,0.836361,34.251227,2.328566,2.894091,12.54493,5.09039,7.43456,3.95869,1,2,1,2,1,5,3,6,3,2,5,4,2,6
ssp_socio3_ag5_gwlo_exp_hadgem_NDC_Tax_ffict,2100,Central Asia,water_td_irr_SyrDaryaR_W,22.5667,11.69994,3.97353,0.536583,27.99342,2.30406,2.13676,11.33425,3.80248,5.79206,2.62381,1,2,2,1,1,5,3,6,3,4,5,1,1,6
ssp_socio3_ag5_gwlo_exp_hadgem_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,24.32458,14.78899,5.17156,0.83859,34.379388,2.338075,2.915633,12.57242,5.11144,7.470260000000001,3.97156,1,2,2,2,1,5,3,6,3,2,5,4,2,6
ssp_socio3_ag5_gwlo_exp_ipsl_NDC_Tax_ffict,2100,Central Asia,water_td_irr_SyrDaryaR_W,21.92075,11.5258,3.90627,0.5272330000000001,27.510360000000002,2.281926,2.1059240000000004,11.08405,3.75021,5.6952300000000005,2.59302,1,2,3,1,1,5,3,6,3,4,5,1,1,6
ssp_socio3_ag5_gwlo_exp_ipsl_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,23.75123,14.588120000000002,5.12561,0.8323139999999999,33.941622,2.3199110000000003,2.874941,12.31628,5.0776,7.41937,3.93352,1,2,3,2,1,5,3,6,3,2,5,4,2,6
ssp_socio3_ag5_gwlo_exp_miroc_NDC_Tax_ffict,2100,Central Asia,water_td_irr_SyrDaryaR_W,22.43738,11.58162,3.961430000000001,0.527127,27.802741,2.264278,2.091663,11.33948,3.75077,5.74844,2.60811,1,2,4,1,1,5,3,6,3,4,5,1,1,6
ssp_socio3_ag5_gwlo_exp_miroc_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,24.3747,14.79117,5.178669999999999,0.837426,34.365578,2.322669,2.869069,12.70121,5.0878700000000014,7.420339999999999,3.96442,1,2,4,2,1,5,3,6,3,2,5,4,2,6
ssp_socio3_ag5_gwlo_exp_noresm_NDC_Tax_ffict,2100,Central Asia,water_td_irr_SyrDaryaR_W,22.57559,11.70716,3.97658,0.534036,28.213141,2.3183100000000003,2.1858310000000003,11.379639999999998,3.81953,5.86104,2.64879,1,2,5,1,1,5,3,6,3,4,5,1,1,6
ssp_socio3_ag5_gwlo_exp_noresm_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,24.20271,14.72659,5.15501,0.8374790000000001,34.491202,2.34545,2.956862,12.56201,5.12764,7.50758,3.99166,1,2,5,2,1,5,3,6,3,2,5,4,2,6
ssp_socio3_ag5_gwlo_rs_hadgem_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,22.69509,12.70627,5.27389,0.811742,31.453687000000002,2.034993,2.744894,11.66577,4.33133,6.95539,3.72131,1,1,2,2,1,5,3,6,3,2,5,4,2,6
ssp_socio3_ag5_gwmed_exp_gfdl_NDC_Tax_ffict,2100,Central Asia,water_td_irr_SyrDaryaR_W,22.440420000000003,11.70518,3.97686,0.526983,27.816857000000002,2.30514,2.125297,11.22309,3.776310000000001,5.7694600000000005,2.61756,2,2,1,1,1,5,3,6,3,4,5,1,1,6
ssp_socio3_ag5_gwmed_exp_gfdl_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,24.02992,14.73398,5.16475,0.8350110000000001,34.144974999999995,2.326343,2.894842,12.46029,5.08139,7.43145,3.95066,2,2,1,2,1,5,3,6,3,2,5,4,2,6
ssp_socio3_ag5_gwmed_exp_hadgem_NDC_Tax_ffict,2100,Central Asia,water_td_irr_SyrDaryaR_W,22.47458,11.65437,3.96128,0.532265,27.862512,2.29909,2.134592,11.24453,3.79081,5.77871,2.61478,2,2,2,1,1,5,3,6,3,4,5,1,1,6
ssp_socio3_ag5_gwmed_exp_hadgem_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,24.16939,14.74585,5.16699,0.837634,34.295567,2.335051,2.914866,12.51095,5.105,7.46448,3.96522,2,2,2,2,1,5,3,6,3,2,5,4,2,6
ssp_socio3_ag5_gwmed_exp_ipsl_NDC_Tax_ffict,2100,Central Asia,water_td_irr_SyrDaryaR_W,21.714640000000006,11.45346,3.89119,0.524291,27.304564,2.266872,2.099962,10.94798,3.7363,5.6745800000000015,2.57887,2,2,3,1,1,5,3,6,3,4,5,1,1,6
ssp_socio3_ag5_gwmed_exp_ipsl_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,23.57339,14.54745,5.1225,0.8313470000000001,33.857063000000004,2.31734,2.874693,12.25192,5.07157,7.41535,3.92619,2,2,3,2,1,5,3,6,3,2,5,4,2,6
ssp_socio3_ag5_gwmed_exp_miroc_NDC_Tax_ffict,2100,Central Asia,water_td_irr_SyrDaryaR_W,22.19896,11.52643,3.94657,0.527139,27.655868,2.258608,2.0904700000000003,11.23583,3.73573,5.7363,2.59893,2,2,4,1,1,5,3,6,3,4,5,1,1,6
ssp_socio3_ag5_gwmed_exp_miroc_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,24.05635,14.7123,5.16899,0.835817,34.212088,2.319169,2.870199,12.57723,5.0797,7.414689999999999,3.9511,2,2,4,2,1,5,3,6,3,2,5,4,2,6
ssp_socio3_ag5_gwmed_exp_noresm_NDC_Tax_ffict,2100,Central Asia,water_td_irr_SyrDaryaR_W,22.31807,11.6413,3.96198,0.532883,27.966094000000002,2.31202,2.189764,11.16635,3.81189,5.8479100000000015,2.63816,2,2,5,1,1,5,3,6,3,4,5,1,1,6
ssp_socio3_ag5_gwmed_exp_noresm_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,23.89818,14.66119,5.15002,0.8362950000000001,34.361909999999995,2.345637,2.9547630000000003,12.45931,5.11889,7.50192,3.98139,2,2,5,2,1,5,3,6,3,2,5,4,2,6
ssp_socio3_ag5_gwmed_rs_gfdl_NDC_Tax_ffict,2100,Central Asia,water_td_irr_SyrDaryaR_W,22.27928,11.55127,4.03999,0.534235,27.628901999999997,2.2516380000000003,2.091694,11.29806,3.69156,5.7044,2.59155,2,1,1,1,1,5,3,6,3,4,5,1,1,6
ssp_socio3_ag5_gwmed_rs_gfdl_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,24.05193,14.71108,5.22192,0.8497030000000001,34.25686699999999,2.300667,2.8456,12.75075,5.037380000000001,7.37374,3.94873,2,1,1,2,1,5,3,6,3,2,5,4,2,6
ssp_socio3_ag5_gwmed_rs_hadgem_NDC_Tax_ffict,2100,Central Asia,water_td_irr_SyrDaryaR_W,22.39862,11.6071,4.01012,0.53788,27.804606000000003,2.264492,2.100054,11.35965,3.74815,5.73413,2.59813,2,1,2,1,1,5,3,6,3,4,5,1,1,6
ssp_socio3_ag5_gwmed_rs_hadgem_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,24.17049,14.71178,5.2199,0.8483419999999999,34.376397000000004,2.317781,2.8637360000000003,12.76048,5.059419999999999,7.41253,3.962450000000001,2,1,2,2,1,5,3,6,3,2,5,4,2,6
ssp_socio3_ag5_gwmed_rs_ipsl_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,23.458,14.37023,5.17703,0.841728,33.808874,2.263837,2.821887,12.52848,4.96225,7.326289999999999,3.90613,2,1,3,2,1,5,3,6,3,2,5,4,2,6
ssp_socio3_ag5_gwmed_rs_miroc_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,24.02895,14.648879999999998,5.22742,0.8515940000000001,34.231474,2.284685,2.825839,12.81231,5.01609,7.3473,3.94525,2,1,4,2,1,5,3,6,3,2,5,4,2,6
ssp_socio3_ag5_gwmed_rs_noresm_NDC_Tax_uct,2100,Central Asia,water_td_irr_SyrDaryaR_W,23.75132,14.43538,5.19735,0.8425499999999999,34.278546,2.294566,2.89395,12.68956,5.01955,7.41947,3.96145,2,1,5,2,1,5,3,6,3,2,5,4,2,6
